Membership Type,LongTrip,Lat,Long,Year,Month,Temp,TripCount,Month_Jan,Month_Feb,Month_Mar,Month_Apr,Month_May,Month_Jun,Month_Jul,Month_Aug,Month_Sep,Month_Oct,Month_Nov,Month_Dec
Local30,0,30.28063,-97.73813,2017,6,83.4,8,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.26708,-97.75014,2015,11,61.0,3,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,0,30.2598,-97.72341,2019,4,68.2,2,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.25578,-97.73991,2018,7,86.2,22,0,0,0,0,0,0,1,0,0,0,0,0
Local365,0,30.28347,-97.73743,2020,7,86.5,8,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,0,30.28382,-97.74196,2020,7,86.5,1,0,0,0,0,0,0,1,0,0,0,0,0
Local30,0,30.264341,-97.740441,2017,11,63.9,17,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,0,30.26386,-97.76365,2022,2,46.8,6,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26476,-97.73152,2021,9,78.9,4,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,1,30.24329,-97.72277,2019,5,77.3,4,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.2598,-97.72341,2017,8,84.4,8,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.25218,-97.7487,2016,5,73.5,5,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.2603,-97.71864,2018,1,46.6,28,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.26873,-97.74521,2016,1,49.3,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.25116,-97.74908,2015,5,74.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,1,30.28382,-97.74196,2021,1,52.4,7,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.25116,-97.74908,2017,1,55.4,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26768,-97.74147,2022,2,46.8,21,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.25527,-97.71635,2017,4,70.7,2,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26619,-97.743477,2021,4,65.2,7,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,1,30.26924,-97.73968,2017,12,50.4,9,0,0,0,0,0,0,0,0,0,0,0,1
Local30,0,30.27363,-97.75168,2019,12,52.6,1,0,0,0,0,0,0,0,0,0,0,0,1
Local365,0,30.260241,-97.753822,2017,8,84.4,104,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.27329,-97.73821,2017,10,68.7,2,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,1,30.25578,-97.73991,2017,2,63.7,28,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26011,-97.73829,2016,2,56.6,173,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.28668,-97.7448,2020,6,81.5,15,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.27972,-97.74232,2016,6,82.0,32,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.26024,-97.77379,2020,3,67.5,9,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,1,30.26256,-97.76215,2018,5,79.2,80,0,0,0,0,1,0,0,0,0,0,0,0
Local31,0,30.27206,-97.73866,2021,3,62.4,3,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,0,30.26204,-97.76143,2016,5,73.5,19,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26708,-97.75014,2019,8,87.2,1,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,0,30.2642,-97.73294,2016,7,86.4,30,0,0,0,0,0,0,1,0,0,0,0,0
Local31,1,30.28382,-97.74196,2020,10,69.6,18,0,0,0,0,0,0,0,0,0,1,0,0
Local31,1,30.26235,-97.72452,2020,10,69.6,16,0,0,0,0,0,0,0,0,0,1,0,0
Local365,0,30.25627,-97.71013,2018,9,80.4,11,0,0,0,0,0,0,0,0,1,0,0,0
Local31,0,30.26887,-97.72432,2020,11,63.2,1,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,1,30.27486,-97.76484,2021,3,62.4,1,0,0,1,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.27947,-97.74479,2021,6,80.3,3,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.27947,-97.74479,2021,2,47.4,7,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.28382,-97.74196,2022,1,47.2,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26805,-97.7428,2017,6,83.4,69,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.25578,-97.73991,2021,6,80.3,45,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.26933,-97.74736,2016,2,56.6,33,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.27267,-97.74083,2015,3,58.2,199,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,1,30.28118,-97.75138,2016,11,64.6,2,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.26979,-97.7308,2018,2,55.5,13,0,1,0,0,0,0,0,0,0,0,0,0
Student Membership,0,30.28533,-97.74652,2021,8,82.2,226,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,0,30.268999,-97.766563,2016,11,64.6,2,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,1,30.26709,-97.73933,2017,10,68.7,1,0,0,0,0,0,0,0,0,0,1,0,0
U.T. Student Membership,0,30.26708,-97.75014,2018,10,69.5,16,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.268999,-97.766563,2017,4,70.7,658,0,0,0,1,0,0,0,0,0,0,0,0
Student Membership,1,30.29058,-97.7429,2022,1,47.2,78,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26709,-97.73933,2017,7,86.9,10,0,0,0,0,0,0,1,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26396,-97.73363,2021,12,62.7,2,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.26871,-97.72795,2017,10,68.7,62,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.264299,-97.744202,2021,5,72.4,25,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,1,30.26933,-97.74736,2019,12,52.6,3,0,0,0,0,0,0,0,0,0,0,0,1
Local30,0,30.26871,-97.72795,2018,12,52.5,1,0,0,0,0,0,0,0,0,0,0,0,1
24 Hour Walk Up Pass,1,30.25116,-97.74908,2021,12,62.7,17,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.26204,-97.76143,2015,12,55.2,107,0,0,0,0,0,0,0,0,0,0,0,1
U.T. Student Membership,0,30.2425,-97.71722,2019,7,84.2,7,0,0,0,0,0,0,1,0,0,0,0,0
24 Hour Walk Up Pass,0,30.25891,-97.74624,2018,11,55.8,10,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,0,30.264341,-97.740441,2015,3,58.2,9,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.26011,-97.73829,2015,11,61.0,6,0,0,0,0,0,0,0,0,0,0,1,0
Local31,1,30.26768,-97.74147,2022,1,47.2,12,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.260241,-97.753822,2018,6,85.4,9,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.25527,-97.71635,2019,2,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.26924,-97.73968,2017,3,67.4,30,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,0,30.264299,-97.744202,2016,6,82.0,156,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,1,30.28365,-97.73955,2021,3,62.4,9,0,0,1,0,0,0,0,0,0,0,0,0
Student Membership,1,30.26976,-97.75316,2021,12,62.7,6,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.25218,-97.7487,2014,12,53.3,94,0,0,0,0,0,0,0,0,0,0,0,1
Local365,0,30.26976,-97.75316,2020,6,81.5,70,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.26458,-97.75716,2017,10,68.7,84,0,0,0,0,0,0,0,0,0,1,0,0
Local365,0,30.26719,-97.74695,2015,4,69.5,89,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,0,30.26011,-97.73829,2020,1,54.8,7,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26993,-97.74212,2017,12,50.4,37,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.25627,-97.71013,2015,1,46.0,7,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26976,-97.75316,2015,4,69.5,37,0,0,0,1,0,0,0,0,0,0,0,0
Local30,0,30.264299,-97.744202,2015,3,58.2,79,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,1,30.26011,-97.73829,2016,10,73.3,42,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26805,-97.7428,2018,4,64.8,10,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.2425,-97.71722,2020,10,69.6,1,0,0,0,0,0,0,0,0,0,1,0,0
Local365,1,30.26011,-97.73829,2015,4,69.5,7,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.27631,-97.74476,2017,7,86.9,3,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.25976,-97.74932,2017,4,70.7,30,0,0,0,1,0,0,0,0,0,0,0,0
Local31,1,30.26498,-97.7466,2021,12,62.7,77,0,0,0,0,0,0,0,0,0,0,0,1
Local365,0,30.26933,-97.74736,2017,12,50.4,23,0,0,0,0,0,0,0,0,0,0,0,1
Local30,1,30.27972,-97.74232,2018,6,85.4,3,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.26993,-97.74212,2016,9,80.5,33,0,0,0,0,0,0,0,0,1,0,0,0
Student Membership,0,30.24329,-97.72277,2021,11,58.4,2,0,0,0,0,0,0,0,0,0,0,1,0
Local31,0,30.26256,-97.76215,2021,3,62.4,5,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26719,-97.74695,2017,1,55.4,21,1,0,0,0,0,0,0,0,0,0,0,0
Student Membership,0,30.27206,-97.73866,2021,10,71.4,2,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.26993,-97.74212,2016,6,82.0,81,0,0,0,0,0,1,0,0,0,0,0,0
Local30,0,30.264341,-97.740441,2017,7,86.9,16,0,0,0,0,0,0,1,0,0,0,0,0
Local365,0,30.264341,-97.740441,2016,10,73.3,87,0,0,0,0,0,0,0,0,0,1,0,0
Local30,1,30.25218,-97.7487,2018,12,52.5,1,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.25116,-97.74908,2017,8,84.4,82,0,0,0,0,0,0,0,1,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.264299,-97.744202,2014,8,85.4,190,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,1,30.28978,-97.74026,2020,1,54.8,2,1,0,0,0,0,0,0,0,0,0,0,0
Local30,0,30.26979,-97.7308,2016,11,64.6,58,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26708,-97.75014,2017,11,63.9,34,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,1,30.2598,-97.72341,2018,3,64.7,45,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.2603,-97.71864,2017,8,84.4,31,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,0,30.28382,-97.74196,2018,7,86.2,3,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.25116,-97.74908,2015,7,83.1,2,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,1,30.26458,-97.75716,2015,2,49.2,8,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26396,-97.73363,2018,2,55.5,83,0,1,0,0,0,0,0,0,0,0,0,0
Local30,1,30.268999,-97.766563,2019,3,58.6,1,0,0,1,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.26933,-97.74736,2019,9,85.3,2,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.26539,-97.74801,2017,1,55.4,2,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26498,-97.7466,2016,7,86.4,3,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,0,30.28947,-97.73681,2019,10,69.8,262,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.28947,-97.73681,2022,2,46.8,7,0,1,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.268999,-97.766563,2021,5,72.4,2,0,0,0,0,1,0,0,0,0,0,0,0
U.T. Student Membership,0,30.24329,-97.72277,2021,7,80.8,1,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,0,30.26719,-97.74695,2015,7,83.1,69,0,0,0,0,0,0,1,0,0,0,0,0
Local365,0,30.25116,-97.74908,2019,6,82.3,10,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,0,30.29058,-97.7429,2021,8,82.2,23,0,0,0,0,0,0,0,1,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26979,-97.7308,2014,3,56.7,170,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.28347,-97.73743,2020,6,81.5,10,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.26873,-97.74521,2017,6,83.4,34,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.26933,-97.74736,2018,7,86.2,3,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,1,30.2601,-97.70949,2016,3,63.5,14,0,0,1,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.264299,-97.744202,2020,8,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,0,30.26256,-97.76215,2021,7,80.8,11,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,1,30.26074,-97.75784,2015,1,46.0,9,1,0,0,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26871,-97.72795,2014,11,54.1,17,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,0,30.26396,-97.73363,2021,5,72.4,4,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.25527,-97.71635,2016,3,63.5,27,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.26933,-97.74736,2019,7,84.2,8,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,0,30.26291,-97.75765,2015,8,84.2,2,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.26993,-97.74212,2020,7,86.5,8,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.26836,-97.73651,2018,2,55.5,6,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.25218,-97.7487,2018,3,64.7,11,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,0,30.28118,-97.75138,2016,10,73.3,8,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.26539,-97.74801,2015,10,71.9,219,0,0,0,0,0,0,0,0,0,1,0,0
Local30,0,30.25976,-97.74932,2015,2,49.2,8,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.23949,-97.76535,2018,8,86.6,4,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,1,30.2603,-97.71864,2019,4,68.2,7,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,0,30.25891,-97.74624,2017,10,68.7,91,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26476,-97.73152,2020,6,81.5,1,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.26235,-97.72452,2021,6,80.3,22,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.264299,-97.744202,2020,9,77.0,17,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26768,-97.74147,2019,11,56.8,13,0,0,0,0,0,0,0,0,0,0,1,0
Local31,0,30.268999,-97.766563,2021,10,71.4,3,0,0,0,0,0,0,0,0,0,1,0,0
Local30,0,30.26539,-97.74801,2017,5,75.5,23,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26993,-97.74212,2021,6,80.3,27,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.26458,-97.75716,2016,11,64.6,13,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,0,30.26709,-97.73933,2021,6,80.3,9,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.26933,-97.74736,2015,10,71.9,4,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,0,30.26619,-97.743477,2017,9,78.3,11,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26933,-97.74736,2018,8,86.6,1,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,1,30.26933,-97.74736,2015,5,74.0,2,0,0,0,0,1,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.260241,-97.753822,2014,4,66.9,229,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.28585,-97.74182,2017,4,70.7,7,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,0,30.24892,-97.74992,2018,2,55.5,15,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.27972,-97.74232,2017,1,55.4,25,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.25976,-97.74932,2018,6,85.4,59,0,0,0,0,0,1,0,0,0,0,0,0
Local30,0,30.26979,-97.7308,2019,3,58.6,2,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,0,30.264299,-97.744202,2015,11,61.0,24,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,0,30.25627,-97.71013,2018,2,55.5,1,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26291,-97.75765,2015,11,61.0,1,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,0,30.26256,-97.76215,2016,11,64.6,5,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,0,30.24251,-97.71755,2020,2,52.5,2,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.28347,-97.73743,2021,11,58.4,5,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.26993,-97.74212,2018,9,80.4,10,0,0,0,0,0,0,0,0,1,0,0,0
Weekender,1,30.26933,-97.74736,2018,5,79.2,8,0,0,0,0,1,0,0,0,0,0,0,0
Local30,0,30.26976,-97.75316,2018,10,69.5,9,0,0,0,0,0,0,0,0,0,1,0,0
Local365,1,30.26768,-97.74147,2017,10,68.7,30,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.26256,-97.76215,2015,7,83.1,215,0,0,0,0,0,0,1,0,0,0,0,0
Local30,0,30.26396,-97.73363,2019,8,87.2,1,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.28365,-97.73955,2021,10,71.4,81,0,0,0,0,0,0,0,0,0,1,0,0
Local30,1,30.27972,-97.74232,2016,6,82.0,2,0,0,0,0,0,1,0,0,0,0,0,0
Weekender,0,30.25976,-97.74932,2018,1,46.6,3,1,0,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.28947,-97.73681,2021,10,71.4,8,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.268999,-97.766563,2016,3,63.5,629,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26396,-97.73363,2021,7,80.8,3,0,0,0,0,0,0,1,0,0,0,0,0
Local31,0,30.28668,-97.7448,2020,9,77.0,8,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.27206,-97.73866,2016,11,64.6,8,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.25218,-97.7487,2016,2,56.6,50,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.25578,-97.73991,2018,5,79.2,405,0,0,0,0,1,0,0,0,0,0,0,0
Walk Up,1,30.27329,-97.73821,2018,8,86.6,40,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,0,30.26979,-97.7308,2015,9,80.5,6,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.26476,-97.73152,2017,4,70.7,1,0,0,0,1,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.264299,-97.744202,2014,8,85.4,118,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.27633,-97.7412,2016,9,80.5,6,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,0,30.268999,-97.766563,2016,6,82.0,83,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.268999,-97.766563,2015,11,61.0,3,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,1,30.27363,-97.75168,2020,9,77.0,2,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,1,30.264341,-97.740441,2018,8,86.6,55,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.25116,-97.74908,2017,5,75.5,3,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.25976,-97.74932,2017,1,55.4,23,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26924,-97.73968,2015,2,49.2,53,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.264341,-97.740441,2017,11,63.9,13,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,1,30.26458,-97.75716,2020,1,54.8,3,1,0,0,0,0,0,0,0,0,0,0,0
Local30,0,30.28978,-97.74026,2020,5,76.1,12,0,0,0,0,1,0,0,0,0,0,0,0
U.T. Student Membership,1,30.29058,-97.7429,2020,6,81.5,8,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.26887,-97.72432,2020,6,81.5,31,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.25116,-97.74908,2017,10,68.7,4,0,0,0,0,0,0,0,0,0,1,0,0
Local31,0,30.26805,-97.7428,2021,1,52.4,21,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.24329,-97.72277,2018,2,55.5,5,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26976,-97.75316,2016,11,64.6,13,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,0,30.24892,-97.74992,2017,5,75.5,29,0,0,0,0,1,0,0,0,0,0,0,0
Walk Up,0,30.28382,-97.74196,2016,10,73.3,35,0,0,0,0,0,0,0,0,0,1,0,0
24 Hour Walk Up Pass,1,30.28365,-97.73955,2019,9,85.3,3,0,0,0,0,0,0,0,0,1,0,0,0
Local30,0,30.26976,-97.75316,2020,8,87.0,8,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,0,30.2601,-97.70949,2016,3,63.5,6,0,0,1,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.27972,-97.74232,2018,11,55.8,16,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,1,30.2425,-97.71722,2020,1,54.8,5,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.27267,-97.74083,2015,5,74.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Walk Up,1,30.25116,-97.74908,2015,11,61.0,128,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.28585,-97.74182,2015,5,74.0,24,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,0,30.26836,-97.73651,2018,3,64.7,12,0,0,1,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.24892,-97.74992,2019,4,68.2,2,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.2425,-97.71722,2021,12,62.7,2,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.27972,-97.74232,2015,11,61.0,46,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,0,30.27267,-97.74083,2018,7,86.2,19,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.24892,-97.74992,2020,11,63.2,24,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.28382,-97.74196,2020,11,63.2,63,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,1,30.260241,-97.753822,2015,4,69.5,228,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.26805,-97.7428,2019,8,87.2,1,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,0,30.2603,-97.71864,2018,3,64.7,22,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26871,-97.72795,2017,11,63.9,42,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.26873,-97.74521,2018,7,86.2,7,0,0,0,0,0,0,1,0,0,0,0,0
Local30,1,30.25527,-97.71635,2016,6,82.0,19,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.27267,-97.74083,2018,5,79.2,79,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26386,-97.76365,2021,5,72.4,32,0,0,0,0,1,0,0,0,0,0,0,0
Local31,1,30.26476,-97.73152,2021,4,65.2,36,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26871,-97.72795,2018,12,52.5,1,0,0,0,0,0,0,0,0,0,0,0,1
Student Membership,1,30.2425,-97.71722,2021,4,65.2,9,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.26619,-97.743477,2020,3,67.5,6,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.27206,-97.73866,2018,4,64.8,8,0,0,0,1,0,0,0,0,0,0,0,0
Local365,0,30.25527,-97.71635,2019,2,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0
Student Membership,1,30.26993,-97.74212,2021,11,58.4,2,0,0,0,0,0,0,0,0,0,0,1,0
Student Membership,0,30.28978,-97.74026,2021,7,80.8,20,0,0,0,0,0,0,1,0,0,0,0,0
Local30,1,30.26873,-97.74521,2017,12,50.4,1,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,0,30.23949,-97.76535,2016,6,82.0,12,0,0,0,0,0,1,0,0,0,0,0,0
Local365,0,30.27654,-97.70839,2014,12,53.3,2,0,0,0,0,0,0,0,0,0,0,0,1
24 Hour Walk Up Pass,1,30.26768,-97.74147,2021,9,78.9,5,0,0,0,0,0,0,0,0,1,0,0,0
24 Hour Walk Up Pass,1,30.26933,-97.74736,2020,3,67.5,1,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.26924,-97.73968,2019,1,50.1,29,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26686,-97.74945,2019,11,56.8,2,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.26836,-97.73651,2015,6,79.1,29,0,0,0,0,0,1,0,0,0,0,0,0
Weekender,0,30.27633,-97.7412,2017,10,68.7,8,0,0,0,0,0,0,0,0,0,1,0,0
U.T. Student Membership,1,30.28533,-97.74652,2019,9,85.3,8,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.2598,-97.72341,2017,6,83.4,3,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.27206,-97.73866,2016,8,83.0,17,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.26709,-97.73933,2021,3,62.4,15,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.26498,-97.7466,2019,8,87.2,4,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,0,30.268999,-97.766563,2016,3,63.5,7,0,0,1,0,0,0,0,0,0,0,0,0
Local31,0,30.28382,-97.74196,2021,11,58.4,14,0,0,0,0,0,0,0,0,0,0,1,0
